id,premise,hypothesis,lang_abv,language,label
bb3a9bffda,"Looking for Emily Dkinson's later poems, everything I want to know about this poem was found on Microsoft.",Dicker writing novels.,zh,Chinese,2
d39df9dbfe,"The governing statute provides that a committee consisting of the Comptroller General, the Speaker of the House and President Pro Tempore of the Senate, the Majority and Minority leaders, and the Chairmen and Ranking Minority Members of the Senate Governmental Affairs and House Government Reform Committees recommend an individual to the President for appointment.",The process is long and will be reformed in the coming years.,en,English,1
c4ea45c125,Bahar,Man entered court,ur,Urdu,1
87f265d97b,There were beads of perspiration on his brow.,Sweat built up upon his face.,en,English,0
8d91881fc0,"While the results of the test regarding physical research exceeded the national average, both the metal and X -ray detector were below the average.",Physical inspections were more likely to find smuggling.,es,Spanish,1
5c1c497a85,"INTEREST RATE - The price charged per unit of money borrowed per year, or other unit of time, usually expressed as a percentage.",Interest is almost always expressed in terms of percent.,en,English,0
dab0cdbbd9,and to have children and just get a day care or someone to take care of it and not really have the bonding process that takes place with babies and stuff you know,The children can just go to daycare.,en,English,0
3f0583a792,"There is an exhibition of highland dress, showing how it developed through the centuries.","They don't discuss highland dress, only armour.",en,English,2
3c59bd5742,"High Crimes is painfully shoddy, even for a book rushed to press.",High Crimes was carefully written and was not rushed.,en,English,2
77877bfc4f,STANDARD COSTING - A costing method that attaches costs to cost objects based on reasonable estimates or cost studies and by means of budgeted rates rather than according to actual costs incurred.,Standard Costing is based on guesstimates of how many turtles were crushed on the highway in 1844.,en,English,2
836fb19546,"I, in turn, have such desires that I will be much more happy with pears, not apples.",I prefer pears.,ru,Russian,0
cb2e734996,"But employers are still driving, and that's all that counts.","Despite the recent employee crashes, the employers ignored the signs.",en,English,1
de6e22303e,"29 for furniture and silver, Tai Sing Company at 122 for porcelain.",Porcelain used to cost more than 122.,de,German,1
22e64bf7a6,"But I guess I can take it we were wrong, pursued Julius.",Julius believed that we were accurate.,en,English,2
3eb6658876,Well? cried Tommy eagerly.,Tommy cried out.,en,English,0
13f55cfb75,"Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.",There was fighting over Singapore.,en,English,0
0d0493f97d,She didn't listen.,She did not listen to the noise.,en,English,1
8447cab8b6,Washington Center has a controller who looks at the flight.But no one told them to watch the return of the main radar.,Not controlled to find returns at the main radar.,th,Thai,0
56553d840f,um-hum yeah when when i mentioned i've done this camping out of the car i've actually done of the situation just like that but what's interesting is it's through Texas Instruments,"I only camp out of a trailer, never a car.",en,English,2
7ca969ee49,OMB has approved the information collection contained on the Form ADV and has,The information collection was approved by the OMB.,en,English,0
9eace79d94,There are also a couple of small aircraft lying offshore (relics of drug runners who ran out of luck) that make fascinating artificial dive sites.,Most of the crashed airplanes were hauling drugs from Cuba.,en,English,1
cae1764321,All were prominent nationally known organizations.,The only identified organizations were well-known.,en,English,0
d0e0e5a3c7,"The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's nephew, emerging triumphant.",The Bonapartists were led by Napoleon's nephew.,en,English,0
eb587dee6e,We invite you to join Futures For Children by sponsoring an American American child or joining a member to support our community education projects.,You can participate in the future for children by sponsoring an American American child and sending them to school.,vi,Vietnamese,1
3bad44985e,Inquire about calls (213) 623-2489 on weekdays between 9.00 hrs.,The telephone line is open 24/7.,th,Thai,2
dfd44d42d7,The CTC analyst that drafted the briefing had planned to prepare a report for the last 4 years.,The CTC analyst made its briefing based only on the information that came to light last month.,hi,Hindi,2
af5be8f2d9,These boxes come with wires (called cables in trade because this seems more impressive) and that allows them to contact each other with a problem with an energy source.,These boxes can be bound together and work with energy by cables.,ar,Arabic,0
eae11e6338,"What's more, there is no evidence of any competitive evaluation of Tripp before she was offered this job.",Tripp is not qualified for the offer she received.,en,English,1
f4b1f3bb9b,oh like if they say i i we just type it in like that,Just type in like they say.,en,English,0
615895d4ed,A student visa overstayer is not going to be a high priority for pro bono assistance.,Overstaying a student visa will make pro bono assistance difficult.,en,English,0
920d13cd3a,Sports is not the only event to bet on these websites.,These areas also accept to bet on political and elections.,vi,Vietnamese,1
e575239dbb,Flying at a discount should be more dangerous.,It's totally safe to take advantage of discounted flying.,en,English,2
f89dc5f769,"In addition to being useful, if you are interested in American politics, the records you can listen to the Watergate cartridge or Nixon's interview on foreign affairs are also curious.",Watergate bands have never been heard by the public.,bg,Bulgarian,2
59479b8dc4,it'll be a nice little bit of money we're going to,We are not going to make any money on new venture.,en,English,2
f6bb531b7c,"As you pass through them, you can see an old chimney, which is a certain sign that the village was once a part of a hacien.","The chimney indicates that the village is part of a farm, as well as other things.",tr,Turkish,1
a43cbfddb1,"In his memories of the Vaquro culture and the impact that the Mexicans Sonorans had in California, Rojas shows one side of the little -known chicano culture.",The Vaqueros and the Mexicans of the Sonora have absolutely nothing to do with the Chicano culture.,fr,French,2
292c01f5c0,We thank you for the support of the Indianapolis Museum in 1999.,"Thank you, but we will not thank you for the cancellation of the donation in 1999.",ru,Russian,2
2fb4399876,"Placido Domingo's appearance on the package, compellingly photographed in costume as the ancient King of Crete, (Anthony Tommasini, the New York Times ) is the main selling point for this new recording of one of Mozart's more obscure operas--a fact that does not make critics happy.",The attracting feature of the new Mozart recording is Placido Domingo's appearance.,en,English,0
2674739552,"(As the old saying goes, If you can't figure out who the fool is at the poker table, it's probably you.","If you can't figure out who the fool playing is, it's probably you.",en,English,0
0bf23f26af,"Ah, yes, actually, two weeks ago we had a very similar situation, the captain alertly added and quickly changed the subject, 'What's important now is that you get ready for about 2 minutes in the state of weightlessness, and not some Slovakian satellite from two weeks ago.",The situation that happened two weeks ago was all that the captain ever wanted to talk about and he refused to change the subject.,en,English,2
ad4794f489,Listen to this gentleman!He laughed.,He laughed at the man.,zh,Chinese,0
6f5c869486,"Faced with this attitude and a bit surprised, the British admitted their respect by taking advantage of the word.",The British has exchanged a lot around the world.,vi,Vietnamese,0
f88f913326,Seeing any pastors in Broadway soon or even mentioned in The New York Times?,There are very few pastors Broadway.,sw,Swahili,0
2720d1beee,"To see how The Bell Curve tries and fails to get around these inherent problems, see and .",The Bell Curve shows us the perfect solution for handling these problems.,en,English,2
da5e020d4e,"When a civic society is ignored, the crazy thoughts will lose its advantage.","When being ignored by a civilized society, the crazy thought was not so sharp.",zh,Chinese,0
8cb2118984,and have been back and every now and then some news filters in that they went to see some of the old things and of course the savings and loan program um that was that you know that that just continued to grow in fact after my group i mean we were just a very small specialized group too to get that going and spread and then of course Peace Corps bowed out of that because that's uh uh something that nationalized very quickly and the same with the coops,Every once in awhile some news comes in about the program.,en,English,0
01284e8625,"What's more, there is no evidence of any competitive evaluation of Tripp before she was offered this job.",There is increasing evidence that the board brought in experts to evaluate Tripp prior to making an offer.,en,English,2
bd65b38e30,"I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?",Shuger was not aware that he was poorly prepared.,en,English,1
0d4f7c34b9,"The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.",The avenue does not lead farther than the Grand Vizier's Office.,en,English,1
15f13ba4cd,Wow maybe I should go to see it in a theater and plan to have dinner then so we can sit and talk about it,We can eat Chinese food after watching the movie nominated Oscar.,vi,Vietnamese,1
1baec6a180,i guess it's just you know and when i think about that lady this this particular lady who wrote me a check for twelve dollars and it bounced and i sent it through you know sent it through the check through the bank once and she incurred at least a fifteen dollar fee,She didn't realize when she wrote the check that she didn't have enough money in it.,en,English,1
0d4fcc95f2,and I'm not a Negro tonight!,I am Caucasian.,en,English,1
f205b2fbfb,"Colored personalities like teachers Henry Louis Gates and Cornel West maintain the idea of ​​positive discrimination.The colored economist Glenn Loury, however conservative, has joined them and affirms that positive discrimination is a necessary policy.",Glenn Loury is a curator.,fr,French,0
7db00bdd49,"Although this idea of ​​underlining this area of ​​research, operationalization is problematic.",Emphasizing the area has no value.,de,German,2
04611c8260,"May the fear be with people who have power to the point that people who do wrong, the horror of these images tells what they are waiting for.",Those people will be killed immediately.,th,Thai,1
e8c55a2269,"This donor group helps the university management to cover the necessary costs for dots, students and employees.",The Chancellor will receive support in the execution of his office.,de,German,0
c95415ed51,Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.,The ANC would be in charge of land reform in South Africa.,en,English,1
96ff493acc,"On the other hand, responsible, such as IT planningAnd supervision that must be within the organization",They are thinking of what computer to buy.,th,Thai,1
3d52b3668e,There are also a couple of small aircraft lying offshore (relics of drug runners who ran out of luck) that make fascinating artificial dive sites.,"There are a few small airplanes offshore that belonged to unlucky drug runners, and they are so interesting to see during artificial diving.",en,English,0
f28f629bc7,Please do not rewind our list of former donors.,"We have too many sponsors, so please do not make any more donation.",ru,Russian,2
4531625dd6,"The first west to arrive in Hawaii was Captain James Cook, the British ruler whose mission was to discover the northwestern passage that connects the Atlantic with the Pacific Ocean.",James Cook traveled to Hawaii.,el,Greek,0
735df6bab5,"For more than 26 centuries it has witnessed countless declines, falls, and rebirths, and today continues to resist the assaults of brutal modernity in its time-locked, color-rich historical center.",Modernity has made no progress in the historical center.,en,English,1
212408c42a,"And, I hope you will support the artistic and educational efforts of Civic Theater again this year.",Civic theater requires your support.,hi,Hindi,0
f834377c7f,"Through the Web site, a total of 1,634 associates donated nearly $200,000 to Legal Aid in 2002.","1,634 associates gave money to Legal Aid through their site.",en,English,0
ff376de8fe,yeah that's that's a big step yeah,"No, that is an insignificant step.",en,English,2
6c849a2e75,"In this moment of American triumphalism, it's hard to resist the temptation to rewrite recent history as the narrative of America's self-reliant, inevitable rise, and to see the future as the story of America's continued ascent into the higher reaches of the New Economy.",This is a moment of American triumphalism.,en,English,0
fe26997b7b,So this is that is not your first experience with a dog,This is not the first time you are facing a domesticated animal.,el,Greek,1
f1ba9f1b3e,"You are not going?He said, between the question and the statement.",Why don't you go right now?The growl.,es,Spanish,1
bcd17f8a2e,"But the state does arguably have an interest, compatible with the First Amendment, in stipulating the way those media are used, and Fiss' discussion of those issues is the least aggravating in his book.",It is 100% clear that the state has no interest in media use.,en,English,2
edab59a3cb,"The Cete de Charlevoix is ​​part of the height of the Laurentian, reaching the Saguenay River where the coureurs de Bois turns to find furs.",The Saguenay River was part of the coal market.,sw,Swahili,2
36899a0a01,yeah well at least as they told us uh two shifts,They said there was only one shift.,en,English,2
bc0f118896,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is under $100.,en,English,0
5bd1b26eb5,"The herds give a sense of proportion to the vast openness, just as the scattered farmhouses and characteristic drystone walls add reassuring warmth to even the loneliest valley.",The herds of animals show how big and open the area really is.,en,English,0
993b30414a,Workers are also represented in civil rights and retaliation claims.,The workers are fairly represented in all claims.,en,English,1
f2832f9cd6,"Yes because it is you, it would definitely leave the mill, but you","Yes, it must have endured a lot.",hi,Hindi,0
6ec4e6f05e,Human resources systems have been combined and new companies' structures are quickly identified to ensure continued support for the expanded customer base.,"By integrating human resources systems, a space for new corporate structures has been created.",ar,Arabic,1
75383e9a6b,Then he gave in.,He would not give in.,en,English,2
43e07b8b15,taken up by the oh okay oh so you know well that's i had wondered sometimes i knew that there was a lot of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah,A great deal of effort and work went into that.,en,English,0
cb50268a2e,"The boxes will be marked with the names of Cassie, Corey, Rachel, Isaiah, Kelly, Kyle, and other students of Columbine High School who lost their lives earlier this year.",At least 6 students of Columbine High School died earlier this year.,vi,Vietnamese,0
a5b2f17457,and to have children and just get a day care or someone to take care of it and not really have the bonding process that takes place with babies and stuff you know,The day care is perfect for the children.,en,English,1
8b4e2511be,"If his hands are out of pressure clothing, he would have been five times larger because of the pressure of pressure.",Your hand could change the size if it had been out of the suit.,ur,Urdu,0
af876b6d8c,"Yes, the next, that is true.But there were some people who were also present in the open and clear rebellion against the course.",Some people did not like the current course and they reject it clearly,ur,Urdu,0
42aedbfcb3,The organization of a joint pastime of parents and children is the first step towards the implementation of ideas and methods that I will discuss in this book.,"According to this book, parents should not spend time with children.",ru,Russian,2
69389c8c09,which they probably Mexican people don't even know what a taco salad is but i think it's now it's moving up too because uh just a change you know just something different,Taco salad is completely unknown in Mexico.,en,English,2
1aaf850e1b,"Moreover, these excise taxes, like other taxes, are determined through the exercise of the power of the Government to compel payment.",Government's ability to force payment is how excise taxes are calculated.,en,English,0
87e3f71759,"The Black River, at 71 km (44 miles), is the longest in Jamaica; it was an arterial route used to transport rum and lumber from the inland plantations.",The Black River is measured at seventy-one kilometers in length.,en,English,0
d22e244de8,"The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would have caused him by my saying, please sit down.",The South African priest had communicated with Clinton via telephone.,en,English,1
136e775d08,yeah right right yeah i know i uh i remember my college days  and having to do that too,I didn't have to do that once I left college.,en,English,1
cf3cfbb9d9,i think we have too thank you very much you too bye-bye,I think we need to thank you as well.,en,English,0
d5fc5c1713,"I don’t know, you came from Texas, and you probably don’t know, I probably should not think with stereotypes, but control over weapons is probably perceived there negatively, it seems to me",I do not think that the control of the turnover of weapons will upset the inhabitants of Texas.,ru,Russian,2
65f8a2b0d3,How effectively DOD manages these funds will determine whether it receives a good return on its investment.,These funds are for the purchase of five thousand tons of potatoes.,en,English,1
e83808de83,"For rescue efforts, see the FDNY report, Report of the Department Head, Anthony L. Fusco, in Manning, ed.","Anthony L. Fusco, the department head, wrote a report on rescue efforts.",es,Spanish,0
e69f9f6569,"Say, man, don't you know you've been given up for dead?",You were given up for dead after we lost you in the desert for three weeks.,en,English,1
830bfcbe61,"Pachecas is a girlfriend of Pachekus, but they also have their own style of wear.",Pachecas is wearing more clothes than Pachucos.,zh,Chinese,1
38f53fe596,The call to the UAE was first declared the CIA on May 16.,CIA reported a call to the UAE on May 16.,ru,Russian,0
136280a54e,"In addition to volume and delivery statistics for each of the 13,212 residential roads, the SCC provides the 5 -digit postal code served by each road.",The CCS cannot provide statistics on the number of residential roads.,fr,French,2
1bbfb7afdb,"The Honorable Bill Archer, Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives",Bill Archer has never held government office in his entire life.,en,English,2
fd00c59c1e,oh wow no i just started about well five years ago i think,It started last year.,en,English,2
d356ed2c62,"More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency.","Though large airlines are making a big profit, they aren't any more productive.",en,English,0
8c8fbf7950,"This provides insight into the important Japanese concept of katachi (form), the rough equivalent of  It isn't what you do; it's the way that you do it.",All Japanese people abide by the concept of katachi.,en,English,1
4cd18e6215,REPORT PREPARATION AND TEST REVIEW,It is impossible to prepare a report on this topic.,en,English,2
eb774b0e84,And the door into Mr. Inglethorp's room?,Don't tell me anything about the door to Mr. Inglethorp's room?,en,English,2
f029a14c3d,A survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians' perception that their responsibilities included screening.,"If a physician believes they are responsible for screening, it is guaranteed to happen.",en,English,1
55cd9ddb94,i always wait for the movie i don't have time to read the book,I don't have time to read the book so I always wait for the film.,en,English,0
5498902e04,"But if you take it seriously, the anti-abortion position is definitive by definition.",Some people take the anti-abortion position very seriously.,en,English,1
045e43efa4,"Cynicism will dissolve in the first contact with the gentle atmosphere of the city, created by an intelligent combination of the comforts of sophisticated modernity, and the simpler joys of wilderness in the surroundings.",The city is friendly.,fr,French,0
8fc25f37bb,Both professors soon realized that creating a new language was not an easy task.,Professors realized it was hard to make a new language based on Swedish.,en,English,1
ab65ef5ee2,"Oh, I see oh the state doesn't need it well, that's more of it, it's rather unusual, isn't it?","Even if it is not necessary, it should be done.",de,German,1
0662a29e28,"However, SAB, supported by recent documents to solve this problem (Rossi et al.",SAB talked about this,vi,Vietnamese,0
2052c55b05,The Committee intends that LSC consult with appropriate stakeholders in developing this proposal.,The Committee plans that LSC discuss this proposal with stakeholders.,en,English,0
b40c38f126,", less than ten years after the death of the prophet Muhammad.",The prophet Muhammad didn't exist.,en,English,2
b0807bc9b5,'No one in Large would ever try to harm us.,Not a single person in Large would have the intentions of hurting us.,en,English,0
590574aec7,"Eh, dancing with wolves, we just saw something late ... What else have I seen?huh ... the silence of the lambs",I saw the movie dance with Lobos on Friday night.,es,Spanish,1
a0e474f817,"Little is recorded about this group, but they were probably the ancestors of the Gododdin, whose feats are told in a seventh-century Old Welsh manuscript.",Gododdin's accomplishments have been recorded in a Welsh manuscript.,en,English,0
8e2175f3ea,"vahee baat new york time ke lie nahin kaha ja sakata hai.Cocaine vivaad par apne sampaadakey mein, times ne bush ko eemaanadaar hone kee salaah dee aur kaha ki desh ko apana upaay karane deen.",Time has said that Bush should show honesty.,hi,Hindi,0
9fa5e11858,"The country is everything, sir, the ruler nothing.",The country is confident.,de,German,0
fd370c1734,because i always had to do it and so i just pay someone else to do it and they do the they do the cutting they fertilize they um edge and um i think this year i'm going to have some landscaping put in,"I am going to have someone landscape, since I always have someone do it.",en,English,0
420b9c3d73,"But, Slate protests, it was [Gates'] byline that appeared on the cover.",Slate was one hundred percent positive it was Gates' byline on the cover.,en,English,1
9bfab73433,"What's more, there is no evidence of any competitive evaluation of Tripp before she was offered this job.",It is doubtful Tripp was evaluated before receiving this job offer.,en,English,0
0cca4870b2,"So what about a hybrid plan - a long -term long -term buying with users regularly, and pay each part for the rest?",They are considering the payment plan for their user.,vi,Vietnamese,0
e6906d773c,"I wonder, now, he said shortly, if the playing is working in you.",The fountain of the mischief was not just yours.,es,Spanish,1
0e24d2cd1d,"I've thought it well over  """,I thought about it long and hard.,en,English,0
91d22ef101,"I shan't stop you.""",You can stop.,en,English,2
f82c30f887,"Therefore, federal agencies need to re -evaluate their human capital practices to ensure that federal financial professionals can cope with these new challenges to support their institutions' tasks and goals.",Federal agents face some new challenges.,zh,Chinese,0
8dd6153774,"And truly, the father was right, his son had already experienced everything, tried everything, and was interested in less and less.",The father knew that there was still a lot for his son to experience.,en,English,2
0983ad9f0a,"With both inherently and minor work, clearly, the piston object can find out that the engine block object fits to make a full piston in a cylinder hole.",The engine department has a valenial hole.,hi,Hindi,0
8213a873c6,"If anyone has a good idea about how to bring back the opinion leaders of yore, I am all for it.",No one has any good ideas.,en,English,1
a0dec7d4a8,The original wax models of the river gods are on display in the Civic Museum.,Thousands of people come to see the wax models.,en,English,1
2524e9e57d,"Such madness explosions lasted thirty years, increasingly turned into more rococo style.",The madness was not noticed at that time.,tr,Turkish,1
6dd9a01875,"Finally, a fire officer who saw the south tower breaking from the window urged them all to go out because this tower was also going to fall.",The firefighter was sure that the tower he was in was safe.,hi,Hindi,2
ffe0d74d01,"In a moment, Captain Blood saw what was going on in his mind.","What other people were thinking, captain blood quickly read.",hi,Hindi,0
95308f8014,"This means that there was a relationship between Khalid and Mihadhar, Mihadhar seems even more suspicious.",Kalad had invested money for the education of Mihadhar in the Middle East.,hi,Hindi,1
918574b495,There should be someone here who knew more of what was going on in this world than he did now.,"He knew things, but hoped someone else knew more.",en,English,0
f086d6cb28,i understand i can imagine you all have much trouble up there with insects or,I can imagine how you are troubled by insects up there,en,English,0
456df3d44b,Hopefully has returned but still a little disturbing for the citrus and pineapple tree of the Bahamas Islands.,"Citrus Bahamian is just a great success, just as everyone has predicted.",vi,Vietnamese,2
4439e7a955,"Although a mile long, its name is misleading because it is not one street but several different streets.",It is seven miles long.,en,English,2
6398a29d13,"In fact, there are more than a hundred syllothetic rate.",There are only 50 syllothetic rates.,ar,Arabic,2
d3462f9800,So I looked very ingenious,It seems that it would look great.,es,Spanish,1
f5bbf26501,The unified way to win the Central Indiana of Gerald L.Pipco 1995,"I was elected in Paku, it was popular.",ar,Arabic,1
bd3ae5cd2a,Control activities occur at all levels and functions of the entity.,There are numerous different control activities.,en,English,1
d777e698d4,oh that's not really important the the other stuff is just you know window dressing because we we've never ordered anything fact the the van that we've got we bought uh from an estate it was an estate trade uh it was almost brand new the the gentlemen who owned it had died,We ordered our van and bought it from a used car dealer.,en,English,2
093b7f8f0f,"Instead, we could recommend that, compared with other settings, the prevalence of alcohol problems among ED patients makes it worthy of careful consideration.",The relationship between alcohol-dependent ED patients should be explored.,en,English,1
9455e28129,İyi bir servet anlayışı onun hukuk okulumuzda görev yapması için en sevilen dekan olmasına yardım etti.,Mr. Smith was the best dean of the law school.,tr,Turkish,1
9097f1c0c3,"They wanted you, so they got you.""  Dave considered it.","They never wanted you, but they ended up getting you anyways.",en,English,2
6c952ceaa8,"You return that voice!You dared to talk in that voice!She cried, surprising her with her accidental fierceness.",She used to scream loudly that surprised her.,hi,Hindi,0
b537c95317,"To provide a useful perspective on how alternative levels of national saving affect future living standards, we also compared our simulation results to a historical benchmark.",National saving affect living standards according to our simulation results and a historical data set.,en,English,0
1b6717682f,"The lights of wisdom should not be neglected,",The flashes of wisdom are of great importance.,bg,Bulgarian,1
f52f4cec9d,"He went down on his knees, examining it minutely, even going so far as to smell it.",It smelled like eggs.,en,English,1
e2bc44bc24,"Clear differences were noticed, however",The differences were so significant that they were written down.,de,German,1
32631e36fb,"And if, as ultimately happened, no settlement resulted, we could shrug our shoulders, say, 'Hey, we tried,' and act like unsuccessful brokers to an honorable peace.",Even if an agreement could not be reach we could say we tried.,en,English,0
16e3855817,More works can be seen in the museum attached to the cathedral (admission is around 100 pe?­setas).,The museum is not attached to the cathedral.,en,English,2
1e769288d5,It cannot be outlawed.,It's not something that can be made illegal.,en,English,0
8e4b062f38,I've always jumped on sentiment and here I am being more sentimental than anybody.,"I've always been soft at heart, but now I'm being more pessimistic than ever in my life.",en,English,2
57ed922837,Attached is a response card and envelope that you hope you will consider with the IU gift in early 1994,I hope you will send us money.,ur,Urdu,0
86dc6f45f4,"Buying a total of 75 important things in DecemberIt is a rare item and rolls important books and folding screens, which are evidence of the determination to create permanently accumulating the IMA world art.",The art that has been received is very exciting.,th,Thai,0
26400a3d79,We ask all nations to join us.,We will do this!,th,Thai,2
3f0d3b3723,"'If Twil is a pity, it will happen.For a moment he stood in front of him with quicked breathing, color ebbing and flowing in his cheek.","She was calm and gathered, not giving any indication of impatience or anxiety.",hi,Hindi,2
8ff12cf6be,"Say, man, don't you know you've been given up for dead?",You were thought to be dead!,en,English,0
ff9aeb9b8c,"The team was previously known for the memorable name Ben Etters, which can also be considered an Indian name in an interesting way.",The team changed its fault because it was not famous.,ur,Urdu,1
cae979f888,"He stepped back, a surprised, impotent man.",He was shocked and shocked.,hi,Hindi,0
731c5e3fce,"In addition, I would probably look at something, oh, maybe a V six",I am considering seeing a V6.,es,Spanish,0
b709b65d17,"It will be held in the Maryland woods, and the telecast will consist of jittery footage of the contestants' slow descent into madness as they are systematically stalked and disappeared/disqualified by Bob Barker.",The show will be set in the woods north of Boston.,en,English,2
698df6bb82,Following publication of the proposed rule (58 Fed.,The proposed rule was not allowed to be published.,en,English,2
422329a5a8,"Anywhere else in the Prince's Garden, in a modern building called the Casa de Marinos house, you can find out what happened for the special fate of the royal fleet tagus.",Sailor's House was designed by a famous Italian architect.,el,Greek,1
2de495bd5e,We did not know where they were going.,We know where they were going.,ur,Urdu,2
7cdc055aca,I think it is important for everyone to understand the extent to which First-Class mail is already carrying a disproportionate share of the institutional cost or overhead burden of the postal system.,We need to understand they have a lot of burden on their shoulders.,en,English,0
0bdfcdef10,One thing I am very proud of is that IRT is a leader across the country in providing movie experience to students.,IRT is involved in football,sw,Swahili,2
8a6873787b,"This marvelous Victorian-Gothic building is famous for the fanciful stone carvings around the base of its pillars (one pillar, reputedly depicting the club members, shows monkeys playing billiards).",Club members of the marvelous and famous Victorian-Gothic building are likened to monkeys for being rich douchebags.,en,English,1
bdee491af9,"In order to ensure these Americans are not left out of the justice system, a strong federal role in supporting legal services is vital.",A federal role in supporting legal services is vital so that no Americans are left out,en,English,0
5a3ebfedfc,yeah well i i started uh studying mathematics basically because i was really good at that in high school,My worst subject in high-school was mathematics.,en,English,2
455d485120,"Mr. Nields replied, I am perfectly happy to use the expression ""long declarations"".",Mr. Nields liked to use these words because they were historical.,fr,French,1
5ff3e3ec22,How are you going to dance?,People stop talking about aerobic dance.,th,Thai,2
7be5303fe8,"In the sixth category (1228- 1229), the holy king of Rome Frederick II was able to cultivate Jerusalem for Christians for dialogue.",Caesar did business with Persia.,sw,Swahili,2
8f31a9318e,"I saw that a faint streak of daylight was showing through the curtains of the windows, and that the clock on the mantelpiece pointed to close upon five o'clock.","I saw that it was already morning, and the sun was coming up.",en,English,0
b8fd4a10f2,"Poirot answered them categorically, almost mechanically.","Poirot responded to them categorically, like a machine.",en,English,0
f1c7f4dce4,"Today, nothing remains except the foundations.",The rest was destroyed centuries ago.,en,English,1
d5542306f9,"Troyes is also a center for shopping, with two outlet centers selling both French and international designer-name fashions and home accessories.",Troues had two outlet centers which sell clothes and home accessories.,en,English,0
957812f42a,Your man wouldn't have remained conscious after the first blow.,"After the first blow to the head, your man wouldn't have remained conscious.",en,English,1
7606c3dd30,It shows clearly enough that my poor old friend had just found out she'd been made a fool of!,I could see that my friend had been humiliated by the situation.,en,English,0
be30ef15c6,"The elements of this example, repeated across millions of individual tasks, encapsulates the difference between an advanced industrial economy with a high standard of living and a less developed country with a low standard of living.",This example shows elements of advanced and less developed economies.,en,English,0
f085ae2acd,"I will call you again in about an hour, he says.",He said he would call when he arrived home.,el,Greek,1
70b436a36d,"Finally, if the data that you evaluated are not completely reliable, you must include these facts in the report and recommend the audit object to accept corrective actions.",The structure subjected to the audit may take measures to correct deficiencies in order to increase the reliability of the data.,ru,Russian,0
6e875c9f01,oh it's fun i call,"I call, oh, it is fun.",en,English,0
cb8b4c20b4,"For such a governmentwide review, an entrance conference is generally held with applicable central agencies, such as the Office of Management and Budget (OMB) or the Office of Personnel Management.",An entrance conference is held with specialized agencies.,en,English,2
0f87adcee9,"Clearly, yes.","Obviously, the answer is no.",en,English,2
a401a3c5b8,"No, she was born in 1900, since she was 16 years old, and this was supposed to be in 1926, 19, or until 1930.","She was born on January 1, 1990.",ru,Russian,1
3fb76e5e08,Supreme Court agreed Monday to hear a Washington case challenging the widespread practice of pooling client money held by lawyers and using the interest to pay for legal services for the poor.,The Supreme Court agreed to hear a case about pooling client money.,en,English,0
c6888e7d71,"In some cases, members initially participated because of an existing trust relationship with individual leaders or sponsors, and it was a challenge to keep them returning until they saw value in participating and had built trust with other members.","Trust is important to not only getting members, but keeping them as well.",en,English,0
08087178cb,Cabourg is the most stately of the old Channel resorts.,Cabourg is the least stately of the old Channel resorts.,en,English,2
6e60c598c6,Otto Frank and his family are hidden in the roof of the establishment for more than two years inPrinsengrachtBefore being discovered,Otto Frank hides until the Nazis meets him.,th,Thai,1
c2b7fda7d8,"Those skyscrapers are Baink and the road on which they stand, the nickname is mixed with The Oro or Golden Mile.",The skyscrapers on the Golden Mile belong to the banks.,hi,Hindi,0
678b5a42f4,"Consistent with GAO's Congressional Protocols, GAO will then offer the requester(s) a draft of the product that is with the agency for comment.",The GAO has no protocols regarding the submission of the product's draft.,en,English,2
c8e1f003ab,i don't understand that i thought that he was always a good player,I thought he was a better player than my brother.,en,English,1
79f04c7981,"Furthermore, time concepts are not linear, but cyclical, so marking the passage of time is not as important as celebrating the return of seasonal events.","Since they see time as a circular thing, it is more important for them to return to seasonal events.",tr,Turkish,0
134418607f,"They wanted you, so they got you.""  Dave considered it.","They wanted to use your skills, so they brought you here.",en,English,1
4f9a6e71f4,i mean that's a real attractive option if you have the the technology for it all it was was you know i mean she just used a phone modem and she was like she was sitting in the office,She used a phone modem but it was very different than if she were in the office.,en,English,2
68b393011b,"You did, didn't you?""","You didn't do it, did you?",en,English,2
